Name,Topic,Voice Line
Tighnari,More About Tighnari: II Friendship Lv. 3,"*sigh* Sometimes I really do envy those simpletons who go around touching and eating anything and everything. In their minds, it must feel like miracles happen every day."
Tighnari,More About Tighnari: III Friendship Lv. 4,"To better serve the Avidya Forest, I occasionally offer training courses to the Forest Rangers. If you want to split hairs, then yes, these courses would be considered as ""dissemination of information"" by the Akademiya. But what are they going to do — lock me up? I dare them. We'll see how many patients suffering from weird and wonderful ailments start flooding into the Bimarstan every day!"
Tighnari,More About Tighnari: IV Friendship Lv. 5,"I'll let you in on a secret: I actually really like the atmosphere in the Grand Bazaar. Business is booming, everyone's so lively, and the theater is full of song and dance. Unfortunately, my ears don't tolerate loud sounds very well... You'll cover my ears for me? Hahaha, it'd be way too hard to walk like that! Thanks for the thought, though."
Tighnari,More About Tighnari: V Friendship Lv. 6,"I had many beautiful and fantastical dreams as a child, but they vanished from my memory one day after I grew up. Do you still have dreams? Tell me about them."
Tighnari,Tighnari's Hobbies,"Leaves and flowers often drop onto the ground of the Avidya Forest, sometimes perfectly intact. Leaving them on the ground would be such a pity... I can't help but pick them up and keep them as biological specimens. They can be used as educational materials for Forest Rangers or as decorative pieces. Very versatile."
Tighnari,Tighnari's Troubles Friendship Lv. 6,"Troubles? Let me think... Pollution in the Avidya Forest, adventurers who constantly stir up trouble, and rescue dogs that always want to mess with my tail... But these problems all have solutions. If you're talking about bigger concerns, then I really don't have any. In this regard, the life of a Forest Watcher is pretty simple."
Tighnari,Favorite Food,"This may sound strange, but although the blood of a carnivore runs through my veins, mushrooms are the one food that I can't give up. There are many species of edible mushrooms. Whether fresh or dried, they all give off a unique scent. Even when stewed with meat, it's the mushrooms' aroma that comes out on top."
Tighnari,Least Favorite Food,"My olfactory system is overly sensitive, so I lack the good fortune to enjoy heavily spiced foods... Quite the shame in Sumeru."
Tighnari,Receiving a Gift: I,Excellent ingredients and impeccable seasoning. In short — it's delicious.
Tighnari,Receiving a Gift: II,Nice flavor pairing. Could you give me a copy of the recipe? I want to put this on the menu for the Forest Rangers' next meal.
Tighnari,Receiving a Gift: III,...Do I need to teach you some new recipes?
Tighnari,Birthday,"Happy birthday! I picked out a potted plant in full bloom for you, along with a gardening guide. If anything happens to it, don't hesitate to find me at any time. This plant comes with a Forest Watcher lifetime guarantee.I'll have you know a lot of flowers are in season on your birthday. It took me forever to choose one. I'll get you a different species next year!"
Tighnari,Feelings About Ascension: Intro Ascension Phase 1,Germinating seeds break through the soil and take root.
Tighnari,Feelings About Ascension: Building Up Ascension Phase 2,"Seedlings grow, reaching out with their branches and leaves."
Tighnari,Feelings About Ascension: Climax Ascension Phase 3,Branches dotted with flower buds herald the advent of spring.
Tighnari,Feelings About Ascension: Conclusion Ascension Phase 4,A rich harvest that will lead to even richer ones.
Venti,Hello,"*Yawn* That was a refreshing sleep. Ah, Traveler, we meet again! What? You don't remember me? Ahaha, well, allow me to join you on your quest once again. I must see to it that the bards of the world tell the Traveler's tales!"
Venti,Chat: Playing the Lyre,"Sure, I'll play you another tune, but it'll cost you an apple."
Venti,Chat: Apple Cider,"Right now I wish I was sat at the top of a tree, looking out over a meadow, cider in hand... *sigh*"
Venti,Chat: Ballads,"Come on Traveler, let's go! The world is full of lost ballads just waiting to be rediscovered."
Venti,When It Rains,Let's go jumping in puddles and see who can make the biggest splash!
Venti,After the Rain,"It's stopped raining already? A shame, I wanted to play some more."
Venti,When It Snows,Let's wait till the snow gets heavier and have a snowball fight!
Venti,When the Wind Is Blowing,"The wind has returned! Quick, let's go gliding!"
Venti,Good Morning,Morning! What's in store for today?
Venti,Good Afternoon,"My tummy is rumbling, but I can't get caught pilfering food from the Dawn Winery again... Oh, it's you! Where are you heading? May I join?"
Venti,Good Evening,"I'm still not sleepy, fancy an evening stroll?"
Venti,Good Night,"Off to the land of nod? Haha, Farewell my friend!"
Venti,About Venti,Practice? Me? There's no need - I already know every song in Teyvat!
Venti,About Us: New Songs,"I have decided to write a song about you! What are you giving me that look for? Can't afford it? Don't be preposterous, the price for you, my friend, is precisely zero Mora! Although... one thing you could do is tell me a few more of your stories!"
Venti,About Us: Heroes Friendship Lv. 6,"Haha, once the (hero/heroine) in the song has actually rescued the (princess/prince), I will ensure this song spreads to every corner of the continent!"
Venti,About Us: Apostles Friendship Lv. 6 Song of the Dragon and Freedom,"An evening breeze really sets the mood for becoming my disciple, don't you think? We can do it right now, you just need to make me a small offering..."
Venti,About Us: Requests Friendship Lv. 6 Song of the Dragon and Freedom,"What's that? You think I should try harder to be a good Anemo Archon? Well you could be a better devotee too... you could be more pious, more passionate, or... um..."
Venti,About the Vision Friendship Lv. 4,"Hmm? You want to know about my Vision? Oh, go on then, take a look for yourself. I can make you a matching one if you like! Hehehe."
Venti,Something to Share,"Olah! Haha, that's how the Hilichurls say ""hello"". Why, I learned it to aid with my songwriting, of course! Vast knowledge makes for a richer composition... That said, I haven't actually written any songs in Hilichurlian so far..."
Venti,Interesting Things,"Traveler, have you ever seen a cecilia? It's a magnificent white wildflower that only grows on the most remote mountains and clifftops. To me, at least, it is the most beautiful flower in all of Teyvat."
Venti,About Jean Friendship Lv. 4,"Acting Grand Master Jean... Well, what do you think of her? Yes, I couldn't agree more: conscientious, courageous... kind and considerate too. Reminds me of another good friend..."
Venti,About Diluc Friendship Lv. 4,"I'm not surprised you want to befriend Master Diluc, just think of all vintage wine he must have stored away... Mwuhahaha... Huh? He doesn't let you sample it? Not even the slightest drop? Huh... Well, I guess you can still appreciate the aroma. That's still better than no wine at all, right? No?"
Venti,About Barbara Friendship Lv. 4,"The darling Deaconess with the sweet singing voice — do you know her? You do? Idol, huh? Meet and greets? Concerts? Wow... That's the power of music for you..."
Venti,About Razor Friendship Lv. 4,"Ah yes, the white-haired fellow from Wolvendom? Raised by wolves? Really? ... No wonder his scent is so familiar..."
Venti,About Mona Friendship Lv. 4,"Oh, that astrologer? How should I put it? Fortune telling and my singing are the same. Both lead to you being so poor you can't even cough up the money for a drink! ...You think that astrology is a cultural tradition, so at least still has some value? Hmph, so rude. In that case, so too is singing, so it still has its value too!"
