content,score
"Disappointed. I love the game for the most part but having my favorite character to be added as a 5 star and get the result of one of the worst characters in the game. To say the least, is very very disappointing and definitely liked some motivation to play.",1
meh it's alright,3
No pvp,1
It takes forever to load,4
Buff dehya,1
"La volvieron a cagar con el nuevo personaje Dehya, de verdad es tan mala que no sirve ni para support y para colmo el problema con su ulti es lo que termino matando al personaje, enserio parece que se esforzaron en hacerla mala y yo ya no puedo hacer nada, ya tiré mis deseos teniendo la esperanza de que sea buena.",1
Never played it and never will if you play this you'll became obesed,1
my storage is full 😭😭,4
fix dehya,1
BUFF DEHYA,1
The best game ever. You really get pretty addicted. And the story of game is very impressive. Love it.,5
For the love of god please buff dehya,1
I have so much fun of adventure to all around the world,5
Its a good gamee!!,5
Ok,3
The storage data keeps on increasing with each update ???? Its already 23 GB .... How much is gonna go up to ...,2
Best game ever existed,5
fix dehya,1
Why is the attack button not working,2
I love it so much I play it with my friends too please make more things so we all can enjoy the game thanks ☺️,5
"idk what just happened but after 3.5 after my genshin keep crashing down on my PC. I uninstall and reinstall the game but it won't work, I still have lots of space too:D",2
Good game. Similar to BOTW. Doesn't shove paid content in your face like other free to play games,5
"The game is fun, the open world is great, but it has a lot of problems: resin takes a long time to regenerate, farming artifacts is a joke, complete lack of endgame and Mihoyo is so greedy that they dont even gave something on the first anniversary of the game. So sad.",3
The best game I've ever played,5
Love This Game So Much,5
fix dehya🙇‍♀️,1
Best game ever,5
Dehya is the most disappointing character to date. She needs a huge bump in damage. Her normal attacks are low AND miss and why advertise her being good at reactions if she's not. Now her skilled had 1 - 1.5 sec proc rate vs 2.5 then yes she would be amazing. Redmane's Blood should boost her damage in some way if not all. Her burst 4 secs with an 18 secs cool down AND cancels when you jump. What if you get frozen? JUST MAKE HER WORK WITH XNGIU/ YELAN/ BEIDOU/ ETC. SHE HAS 0 SYNERGY AND SUPPORT,1
Very emersive! Lovely comfort game too.,5
It 👍,5
I really like this game it's one of go to games to play when am bored,5
"Um problema que tava rolando comigo foi corrigido e isso me fez voltar a jogar, porém o jogo têm alguns outros problemas, como a mal otimização do jogo.",4
I love it but it's files are too big,5
"The game is amazing and cross-play with PC is fantastic. The biggest complaint is that the mobile game doesn't work with controllers, despite the PC version supporting them and the game even seeming like it would with the ability to choose the control method, but with no options to choose from apart from touch.",3
Is there any problem with this game or it is my phone? Dont know how to open it but it was log in now,2
"I would honestly rate this an Infitite star. This game is so marvelous and the visuals and characters are so beautiful and amazing. There is only 1 minor issue I have, the fact that it's pretty much impossible to get characters from quests anymore. I've been trying to get Jean forever. But it's no big deal to me tho. LOVE THIS GAME❤️❤️❤️",5
It requires 21GB of storage to download all assets,1
Good: Art is cute. Exploration can be pretty fun at first. There is a lot of content. Bad: No endgame content. Storyline is boring - doesn't feel like they put in effort. Too many wall of texts expecting players to read through an essay instead of SHOWING it. Idk why but for some reason most of the dark skinned characters are lackluster but almost all the Chinese characters are quite powerful. I get that it's a Chinese game but it irks me. Also it costs a LOT of money to get good characters.,2
"Disappointed with Dehya's kit - underpowered multipliers, clunky to use, and lackluster damage. Needs a complete redo to even be usable.",1
This is one of the best game when I am in a bad mood I hope on it is so fun and there is so much to do.,5
This game is amazing but it takes up a lot of storage. But it's worth it ( in my opinion),4
"The company does not care about players and their prizes are very bad, and the game has become boring only to add characters and there is nothing new",2
How is dehya so bad,1
"The balancing as of recent hasn't been great. I understand there are business decisions and it's just another product trying to make as much as it could before it inevitably dies down. That being said, requiring the players to spend more $ for a game that's already one of the most profitable and popular game kinda feels like a kick in the nuts. Faruzan being unusable before C6 and Dehya being hardly usable at C2? What is the beta even for if they're not planning on taking the feedback from it?",2
Giving one star review because dehya is bad af. Why so racist towards tan character? Fix her.,1
"I use tablet & mobile. Wish I could use a controller instead of touchscreen. Game is complex & immersive, fun to play.",4
"takes all of storage, fun game but lots of incels play it and I can not be associated with it. But it's fun.",4
BUFF DEHYA!,1
Woww I love this game! The characters and the regions are so beautiful! And the character designnnnnn! For that I'm giving 5 stars! This game is the best!,5
Worlds best game FIVE STAR,5
Dehya makes the game an actual challenge to play,2
Amazing I'm in love with this game 😍,5
This game is absolute garbage,1
"I can't believe I'm actually giving this low of a rating for such a great game, but I have become so disappointed with Dehya's kit that I just had to write this. Mihoyo, I really love your game, but advertising a character as ""valiant and powerful"" and saying she does immense pyro damage is really embellishing things to the limit. I would want to spend more on this game, but I can't if pulling for some of my favorite characters grants me a unit that is worse than the ones I own...",1
